Timestamp,Voltage (V),Current (A),Power (W),Energy Today (kWh)
2025-08-03 18:14:15,236.7,0.0,0.0,0.01
2025-08-03 18:14:18,236.7,0.0,0.0,0.01
2025-08-03 18:14:21,236.7,0.0,0.0,0.01
2025-08-03 18:14:24,236.7,0.0,0.0,0.01
2025-08-04 00:55:54,239.5,0.0,0.0,0.29
2025-08-04 00:55:55,239.5,0.0,0.0,0.29
2025-08-04 00:55:55,239.5,0.0,0.0,0.29
2025-08-04 00:55:57,239.5,0.0,0.0,0.29
2025-08-04 00:55:58,239.5,0.0,0.0,0.29
2025-08-04 00:55:59,239.5,0.0,0.0,0.29
2025-08-04 00:56:00,239.5,0.0,0.0,0.29
2025-08-04 00:56:01,239.5,0.0,0.0,0.29
2025-08-04 00:56:02,239.5,0.0,0.0,0.29
2025-08-04 00:56:03,239.5,0.0,0.0,0.29
2025-08-04 00:56:04,239.5,0.0,0.0,0.29
2025-08-04 00:56:05,239.5,0.0,0.0,0.29
2025-08-04 00:56:06,239.5,0.0,0.0,0.29
2025-08-04 00:56:07,239.5,0.0,0.0,0.29
2025-08-04 00:56:08,239.5,0.0,0.0,0.29
2025-08-04 00:56:10,239.5,0.0,0.0,0.29
2025-08-04 00:56:11,239.5,0.0,0.0,0.29
2025-08-04 00:56:12,239.5,0.0,0.0,0.29
2025-08-04 00:56:13,239.5,0.0,0.0,0.29
2025-08-04 00:56:14,239.5,0.0,0.0,0.29
2025-08-04 00:56:15,239.5,0.0,0.0,0.29
2025-08-04 00:56:16,239.5,0.0,0.0,0.29
2025-08-04 00:56:17,239.5,0.0,0.0,0.29
2025-08-04 00:56:18,239.5,0.0,0.0,0.29
2025-08-04 00:56:19,239.5,0.0,0.0,0.29
2025-08-04 00:56:20,239.5,0.0,0.0,0.29
2025-08-04 00:56:21,239.5,0.0,0.0,0.29
2025-08-04 00:56:22,239.5,0.0,0.0,0.29
2025-08-04 00:56:23,239.5,0.0,0.0,0.29
2025-08-04 00:56:24,239.5,0.0,0.0,0.29
2025-08-04 00:56:25,239.5,0.0,0.0,0.29
2025-08-04 00:56:26,239.5,0.0,0.0,0.29
2025-08-04 00:56:27,239.5,0.0,0.0,0.29
2025-08-04 00:56:28,239.5,0.0,0.0,0.29
2025-08-04 00:56:29,239.5,0.0,0.0,0.29
2025-08-04 00:56:30,239.5,0.0,0.0,0.29
2025-08-04 00:56:32,239.5,0.0,0.0,0.29
2025-08-04 00:56:32,239.5,0.0,0.0,0.29
2025-08-04 00:56:33,239.5,0.0,0.0,0.29
2025-08-04 00:56:34,239.5,0.0,0.0,0.29
2025-08-04 00:56:35,239.5,0.0,0.0,0.29
2025-08-04 00:56:36,239.5,0.0,0.0,0.29
2025-08-04 00:56:37,239.5,0.0,0.0,0.29
2025-08-04 00:56:38,239.5,0.0,0.0,0.29
2025-08-04 00:56:39,239.5,0.0,0.0,0.29
2025-08-04 00:56:40,239.5,0.0,0.0,0.29
2025-08-04 00:56:41,239.5,0.0,0.0,0.29
2025-08-04 00:56:42,239.5,0.0,0.0,0.29
2025-08-04 00:56:43,239.5,0.0,0.0,0.29
2025-08-04 00:56:44,239.5,0.0,0.0,0.29
2025-08-04 00:56:45,239.5,0.0,0.0,0.29
2025-08-04 00:56:45,239.5,0.0,0.0,0.29
2025-08-04 00:56:46,239.5,0.0,0.0,0.29
2025-08-04 00:56:47,239.5,0.0,0.0,0.29
2025-08-04 00:56:48,239.5,0.0,0.0,0.29
2025-08-04 00:56:49,239.5,0.0,0.0,0.29
2025-08-04 00:56:50,239.5,0.0,0.0,0.29
2025-08-04 00:56:51,239.5,0.0,0.0,0.29
2025-08-04 00:56:52,239.5,0.0,0.0,0.29
2025-08-04 00:56:54,239.5,0.0,0.0,0.29
2025-08-04 00:56:54,239.5,0.0,0.0,0.29
2025-08-04 00:56:55,239.5,0.0,0.0,0.29
2025-08-04 00:56:56,239.5,0.0,0.0,0.29
2025-08-04 00:56:57,239.5,0.0,0.0,0.29
2025-08-04 00:56:58,239.5,0.0,0.0,0.29
2025-08-04 00:56:59,239.5,0.0,0.0,0.29
2025-08-04 00:57:00,239.5,0.0,0.0,0.29
2025-08-04 00:57:01,239.5,0.0,0.0,0.29
2025-08-04 00:57:02,239.5,0.0,0.0,0.29
2025-08-04 00:57:03,239.5,0.0,0.0,0.29
2025-08-04 00:57:04,239.5,0.0,0.0,0.29
2025-08-04 00:57:05,239.5,0.0,0.0,0.29
2025-08-04 00:57:06,239.5,0.0,0.0,0.29
2025-08-04 00:57:07,239.5,0.0,0.0,0.29
2025-08-04 00:57:08,239.5,0.0,0.0,0.29
2025-08-04 00:57:22,239.5,0.0,0.0,0.29
2025-08-04 00:57:23,239.5,0.0,0.0,0.29
2025-08-04 00:57:27,239.5,0.0,0.0,0.29
2025-08-04 00:57:27,239.5,0.0,0.0,0.29
2025-08-04 00:57:27,239.5,0.0,0.0,0.29
2025-08-04 00:57:28,239.5,0.0,0.0,0.29
2025-08-04 00:57:29,239.5,0.0,0.0,0.29
2025-08-04 00:57:30,239.5,0.0,0.0,0.29
2025-08-04 00:57:31,239.5,0.0,0.0,0.29
2025-08-04 00:57:32,239.5,0.0,0.0,0.29
2025-08-04 00:57:33,239.5,0.0,0.0,0.29
2025-08-04 00:57:34,239.5,0.0,0.0,0.29
2025-08-04 00:57:35,239.5,0.0,0.0,0.29
2025-08-04 00:57:36,239.5,0.0,0.0,0.29
2025-08-04 00:57:37,239.5,0.0,0.0,0.29
2025-08-04 00:57:38,239.5,0.0,0.0,0.29
2025-08-04 00:57:39,239.5,0.0,0.0,0.29
2025-08-04 00:57:40,239.5,0.0,0.0,0.29
2025-08-04 00:57:43,239.5,0.0,0.0,0.29
2025-08-04 00:57:43,239.5,0.0,0.0,0.29
2025-08-04 00:57:43,239.5,0.0,0.0,0.29
2025-08-04 00:57:43,239.5,0.0,0.0,0.29
2025-08-04 00:57:44,239.5,0.0,0.0,0.29
2025-08-04 00:57:45,239.5,0.0,0.0,0.29
2025-08-04 00:57:45,239.5,0.0,0.0,0.29
2025-08-04 00:57:46,239.5,0.0,0.0,0.29
2025-08-04 00:57:47,239.5,0.0,0.0,0.29
2025-08-04 00:57:48,239.5,0.0,0.0,0.29
2025-08-04 00:57:49,239.5,0.0,0.0,0.29
2025-08-04 00:57:50,239.5,0.0,0.0,0.29
2025-08-04 00:57:51,239.5,0.0,0.0,0.29
2025-08-04 00:57:52,239.5,0.0,0.0,0.29
2025-08-04 00:57:54,239.5,0.0,0.0,0.29
2025-08-04 00:57:55,239.5,0.0,0.0,0.29
2025-08-04 00:57:56,239.5,0.0,0.0,0.29
2025-08-04 00:58:00,239.5,0.0,0.0,0.29
2025-08-04 00:58:00,239.5,0.0,0.0,0.29
2025-08-04 00:58:00,239.5,0.0,0.0,0.29
2025-08-04 00:58:00,239.5,0.0,0.0,0.29
2025-08-04 00:58:01,239.5,0.0,0.0,0.29
2025-08-04 00:58:02,239.5,0.0,0.0,0.29
2025-08-04 00:58:03,239.5,0.0,0.0,0.29
2025-08-04 00:58:04,239.5,0.0,0.0,0.29
2025-08-04 00:58:05,239.5,0.0,0.0,0.29
2025-08-04 00:58:06,239.5,0.0,0.0,0.29
2025-08-04 00:58:07,239.5,0.0,0.0,0.29
2025-08-04 00:58:08,239.5,0.0,0.0,0.29
2025-08-04 00:58:09,239.5,0.0,0.0,0.29
2025-08-04 00:58:10,239.5,0.0,0.0,0.29
2025-08-04 00:58:11,239.5,0.0,0.0,0.29
2025-08-04 00:58:12,239.5,0.0,0.0,0.29
2025-08-04 00:58:13,239.5,0.0,0.0,0.29
2025-08-04 00:58:14,239.5,0.0,0.0,0.29
2025-08-04 00:58:15,239.5,0.0,0.0,0.29
2025-08-04 00:58:16,239.5,0.0,0.0,0.29
2025-08-04 00:58:17,239.5,0.0,0.0,0.29
